id,type,src,dst,app,latency,message,ctime,size,buffer
71,LINK,42,2,SimpleCase,1.026794,M.S2,304.3798513658537,26794,41
71,LINK,42,2,SimpleCase,1.014096,M.S2,304.3798513658537,14096,42
71,LINK,42,2,SimpleCase,1.01526,M.S2,304.3798513658537,15260,43
71,LINK,42,2,SimpleCase,1.059757,M.S2,304.3798513658537,59757,44
71,LINK,42,2,SimpleCase,1.033266,M.S2,304.3798513658537,33266,45
56,LINK,52,2,SimpleCase,1.025878,M.D2,304.58197,25878,46
56,LINK,52,2,SimpleCase,1.05997,M.D2,304.58197,59970,47
65,LINK,53,2,SimpleCase,1.025982,M.M2,305.2156119609999,25982,40
65,LINK,53,2,SimpleCase,1.019438,M.M2,305.2156119609999,19438,41
69,LINK,43,2,SimpleCase,1.016275,M.Q2,305.56348819047616,16275,40
69,LINK,43,2,SimpleCase,1.0396,M.Q2,305.56348819047616,39600,41
69,LINK,43,2,SimpleCase,1.026772,M.Q2,305.56348819047616,26772,42
69,LINK,43,2,SimpleCase,1.00947,M.Q2,305.56348819047616,9470,43
69,LINK,43,2,SimpleCase,1.040691,M.Q2,305.56348819047616,40691,44
62,LINK,46,2,SimpleCase,1.007699,M.J2,305.6099702222223,7699,44
62,LINK,46,2,SimpleCase,1.039507,M.J2,305.6099702222223,39507,45
62,LINK,46,2,SimpleCase,1.057263,M.J2,305.6099702222223,57263,46
62,LINK,46,2,SimpleCase,1.049748,M.J2,305.6099702222223,49748,47
59,LINK,48,2,SimpleCase,1.040809,M.G2,306.05770176595746,40809,44
59,LINK,48,2,SimpleCase,1.007489,M.G2,306.05770176595746,7489,45
66,LINK,53,2,SimpleCase,1.028663,M.N2,306.23312802299995,28663,42
66,LINK,53,2,SimpleCase,1.012338,M.N2,306.23312802299995,12338,43
66,LINK,53,2,SimpleCase,1.054303,M.N2,306.23312802299995,54303,44
66,LINK,53,2,SimpleCase,1.001103,M.N2,306.23312802299995,1103,45
66,LINK,53,2,SimpleCase,1.013323,M.N2,306.23312802299995,13323,46
66,LINK,53,2,SimpleCase,1.055542,M.N2,306.23312802299995,55542,47
66,LINK,53,2,SimpleCase,1.049329,M.N2,306.23312802299995,49329,48
66,LINK,53,2,SimpleCase,1.017538,M.N2,306.23312802299995,17538,49
75,LINK,40,2,SimpleCase,1.049702,M.W2,306.2356707948718,49702,50
75,LINK,40,2,SimpleCase,1.030799,M.W2,306.2356707948718,30799,51
70,LINK,53,2,SimpleCase,1.045357,M.R2,307.28445075199994,45357,41
70,LINK,53,2,SimpleCase,1.047074,M.R2,307.28445075199994,47074,42
70,LINK,53,2,SimpleCase,1.027506,M.R2,307.28445075199994,27506,43
70,LINK,53,2,SimpleCase,1.05254,M.R2,307.28445075199994,52540,44
70,LINK,53,2,SimpleCase,1.012847,M.R2,307.28445075199994,12847,45
70,LINK,53,2,SimpleCase,1.058828,M.R2,307.28445075199994,58828,46
70,LINK,53,2,SimpleCase,1.051328,M.R2,307.28445075199994,51328,47
63,LINK,45,2,SimpleCase,1.002462,M.K2,307.6354155454546,2462,46
63,LINK,45,2,SimpleCase,1.040312,M.K2,307.6354155454546,40312,47
63,LINK,45,2,SimpleCase,1.032049,M.K2,307.6354155454546,32049,48
63,LINK,45,2,SimpleCase,1.014961,M.K2,307.6354155454546,14961,49
76,LINK,39,2,SimpleCase,1.048283,M.X2,307.73192915789474,48283,48
76,LINK,39,2,SimpleCase,1.006666,M.X2,307.73192915789474,6666,49
72,LINK,53,2,SimpleCase,1.028274,M.T2,308.2879043489999,28274,46
